name	taxonomy_id	taxonomy_lvl	Superkingdom	Kingdom	Phylum	Class	Order	Family	5MMH_5_pct_reads	6PEH_6_pct_reads	SVH11_Q11_pct_reads
Methylobacillus	404	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	0.0000	0.0000	0.0000
Nitrosomonas	914	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	0.0050	0.0020	0.0020
Nitrosospira	35798	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	0.0030	0.0010	0.0020
Denitratisoma	311181	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	0.0010	0.0000	0.0000
Rugosibacter	1914449	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	0.0010	0.0000	0.0000
Sulfuricystis	3050898	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	0.0010	0.0000	0.0000
Methyloversatilis	378210	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	0.0000	0.0000	0.0000
Sulfuritalea	1054211	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	0.0000	0.0000	0.0000
Sterolibacterium	157591	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	0.0000	0.0000	0.0000
Sulfuriferula	1778653	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sulfuricellaceae	0.0020	0.0000	0.0020
Sulfurimicrobium	2772198	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sulfuricellaceae	0.0010	0.0000	0.0000
Sulfuricella	935200	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sulfuricellaceae	0.0000	0.0000	0.0000
Candidatus Nitrotoga	453161	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	0.0010	0.0000	0.0000
Ferrigenium	2249462	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	0.0010	0.0000	0.0000
Sideroxydans	314343	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	0.0000	0.0000	0.0000
Ferriphaselus	1443590	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	0.0000	0.0000	0.0000
Sideroxyarcus	2943286	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	0.0000	0.0000	0.0000
Gallionella	96	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	0.0000	0.0000	0.0000
Thiobacillus	919	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	0.0010	0.0000	0.0010
Sulfuritortus	1938335	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	0.0000	0.0000	0.0000
Usitatibacter	2803845	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Usitatibacteraceae	0.0000	0.0010	0.0000
Candidatus Kinetoplastidibacterium	33055	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria			0.0170	0.0370	0.0130
Candidatus Vidania	1191175	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria			0.0050	0.0010	0.0020
Casimicrobium	2706000	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria		Casimicrobiaceae	0.0010	0.0000	0.0000
Candidatus Accumulibacter	327159	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria			0.0010	0.0000	0.0000
Candidatus Profftella	1381133	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria			0.0020	0.0000	0.0010
Chitinivorax	1433992	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria			0.0000	0.0000	0.0000
Azoarcus	12960	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	0.0030	0.0000	0.0010
Thauera	33057	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	0.0020	0.0000	0.0010
Nitrogeniibacter	2891294	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	0.0010	0.0000	0.0000
Pseudazoarcus	2891323	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	0.0010	0.0000	0.0000
Parazoarcus	2891322	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	0.0000	0.0000	0.0000
Pseudothauera	2891324	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	0.0000	0.0000	0.0000
Azonexus	146936	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Azonexaceae	0.0030	0.0000	0.0000
Dechloromonas	73029	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Azonexaceae	0.0010	0.0000	0.0010
Quatrionicoccus	138117	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Azonexaceae	0.0010	0.0000	0.0000
Ferribacterium	88875	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Azonexaceae	0.0000	0.0000	0.0000
Azospira	146937	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	0.0030	0.0000	0.0010
Niveibacterium	1769726	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	0.0010	0.0000	0.0000
Aromatoleum	551759	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	0.0000	0.0000	0.0010
Fluviibacter	2808942	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Fluviibacteraceae	0.0010	0.0010	0.0000
Ferrovum	416212	G	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Ferrovales	Ferrovaceae	0.0000	0.0000	0.0000
Acidithiobacillus	119977	G	Bacteria	Pseudomonadati	Pseudomonadota	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	0.0100	0.0010	0.0040
Mariprofundus	377315	G	Bacteria	Pseudomonadati	Pseudomonadota	Candidatius Mariprofundia	Mariprofundales	Mariprofundaceae	0.0010	0.0000	0.0010
Magnetococcus	162171	G	Bacteria	Pseudomonadati	Pseudomonadota	Magnetococcia	Magnetococcales	Magnetococcaceae	0.0010	0.0000	0.0000
Hydrogenophilus	70774	G	Bacteria	Pseudomonadati	Pseudomonadota	Hydrogenophilia	Hydrogenophilales	Hydrogenophilaceae	0.0000	0.0000	0.0010
Flavobacterium	237	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.2760	0.4780	0.3560
Tenacibaculum	104267	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0810	0.1220	0.0810
Polaribacter	52959	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0630	0.1360	0.0830
Capnocytophaga	1016	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0300	0.0460	0.0690
Nonlabens	363408	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0300	0.0250	0.0180
Winogradskyella	286104	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0280	0.0370	0.0300
Flagellimonas	444459	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0270	0.0400	0.0190
Maribacter	252356	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0240	0.0180	0.0240
Antarcticibacterium	2058174	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0260	0.0280	0.0140
Aquimarina	290174	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0200	0.0310	0.0200
Lutibacter	358023	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0190	0.0280	0.0180
Lacinutrix	291183	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0210	0.0360	0.0300
Myroides	76831	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0170	0.0330	0.0080
Formosa	225842	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0130	0.0400	0.0110
Algibacter	261827	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0120	0.0110	0.0050
Cellulophaga	104264	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0100	0.0080	0.0080
Zunongwangia	417127	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0100	0.0120	0.0240
Leeuwenhoekiella	283735	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0110	0.0020	0.0060
Bizionia	283785	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0090	0.0060	0.0150
Dokdonia	326319	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0070	0.0060	0.0410
Christiangramia	292691	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0070	0.0060	0.0130
Aequorivita	153265	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0060	0.0020	0.0040
Yeosuana	288018	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0070	0.0000	0.0050
Wenyingzhuangia	1518147	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0060	0.0020	0.0090
Kordia	221065	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0060	0.0050	0.0080
Aegicerativicinus	2893197	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0050	0.0130	0.0070
Arenibacter	178469	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0060	0.0050	0.0010
Pontimicrobium	2918913	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0050	0.0080	0.0020
Marixanthomonas	387658	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0050	0.0100	0.0170
Hwangdonia	1649460	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0050	0.0020	0.0050
Olleya	336276	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0060	0.0020	0.0040
Psychroflexus	83612	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0040	0.0020	0.0060
Thalassobellus	3400333	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0040	0.0020	0.0010
Mariniflexile	527198	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0040	0.0050	0.0040
Allomuricauda	111500	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0040	0.0010	0.0020
Flavivirga	1209327	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0030	0.0080	0.0040
Candidatus Marifrigoribacter	3457289	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0030	0.0020	0.0020
Galbibacter	379068	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0040	0.0040	0.0060
Aestuariibaculum	1386924	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0030	0.0000	0.0000
Abyssalbus	2967089	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0030	0.0080	0.0070
Salegentibacter	143222	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0040	0.0210	0.0190
Allotamlana	3400365	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0020	0.0030	0.0000
Salinimicrobium	561367	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0020	0.0000	0.0000
Vaginella	1935184	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0040	0.0000	0.0010
Seonamhaeicola	1649495	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0020	0.0160	0.0060
Zobellia	112040	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0020	0.0020	0.0080
Mangrovimonas	1211036	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0020	0.0010	0.0010
Paenimyroides	3085669	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0060	0.0110	0.0180
Mesoflavibacter	444051	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0020	0.0050	0.0010
Zhouia	561555	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0020	0.0080	0.0030
Pseudalgibacter	2861660	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0020	0.0050	0.0030
Psychroserpens	49277	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0020	0.0020	0.0010
Urechidicola	2700084	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0020	0.0020	0.0010
Patiriisocius	2822394	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0010	0.0030	0.0010
Robiginitalea	252306	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0010	0.0000	0.0010
Sediminicola	389486	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0010	0.0010	0.0030
Tamlana	393005	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0020	0.0010	0.0040
Ulvibacterium	2665910	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0010	0.0000	0.0000
Muriicola	762641	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0010	0.0000	0.0000
Aureibaculum	2706948	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0010	0.0050	0.0020
Rasiella	2987594	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0010	0.0000	0.0010
Euzebyella	1287916	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0010	0.0000	0.0000
Constantimarinum	2907134	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0010	0.0000	0.0000
Changchengzhania	2049301	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0010	0.0000	0.0000
Croceibacter	216431	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0010	0.0000	0.0000
Gillisia	244698	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0010	0.0000	0.0010
Aggregatimonas	2913017	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0010	0.0000	0.0000
Costertonia	343334	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0010	0.0040	0.0020
Flaviramulus	369400	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0000	0.0010	0.0000
Imtechella	1165076	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0000	0.0000	0.0020
Daejeonia	2027867	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0010	0.0000	0.0000
Gilvibacter	379070	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0000	0.0000	0.0010
Sinomicrobium	1434045	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0000	0.0000	0.0000
Pseudotamlana	3400368	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0010	0.0010	0.0000
Siansivirga	1204360	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0000	0.0010	0.0010
Oceanihabitans	2045416	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0000	0.0060	0.0030
Croceiramulus	3568316	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0000	0.0000	0.0000
Candidatus Arcticimaribacter	2953860	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0000	0.0000	0.0000
Lutimonas	449810	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0000	0.0000	0.0000
Amniculibacterium	2715289	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0000	0.0050	0.0000
Pukyongia	2831916	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.0000	0.0000	0.0000
Chryseobacterium	59732	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	0.0970	0.1360	0.1200
Kaistella	2782231	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	0.0100	0.0080	0.0170
Epilithonimonas	2782229	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	0.0040	0.0020	0.0140
Empedobacter	59734	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	0.0180	0.0340	0.0170
Apibacter	1778601	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	0.0110	0.0070	0.0080
Elizabethkingia	308865	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	0.0090	0.0150	0.0210
Faecalibacter	2766734	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	0.0050	0.0080	0.0110
Cloacibacterium	501783	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	0.0030	0.0030	0.0080
Riemerella	34084	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	0.0030	0.0010	0.0050
Cruoricaptor	1433995	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	0.0010	0.0000	0.0000
Weeksella	1013	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	0.0010	0.0120	0.0000
Bergeyella	59735	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	0.0000	0.0000	0.0010
Marnyiella	3088764	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	0.0000	0.0000	0.0000
Ornithobacterium	28250	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	0.0000	0.0000	0.0010
Blattabacterium	34098	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	0.0220	0.0470	0.0440
Candidatus Karelsulcia	336809	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales		0.0100	0.0180	0.0020
Candidatus Walczuchella	1940138	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales		0.0000	0.0000	0.0000
Candidatus Shikimatogenerans	2926991	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales		0.0000	0.0000	0.0000
Fluviicola	332102	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	0.0030	0.0000	0.0010
Paracrocinitomix	3024544	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	0.0000	0.0000	0.0010
Croceimicrobium	2828338	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Owenweeksiaceae	0.0010	0.0000	0.0000
Owenweeksia	267986	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Owenweeksiaceae	0.0010	0.0000	0.0000
Sanyastnella	3228946	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Sanyastnellaceae	0.0010	0.0000	0.0010
Parvicella	2975260	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Parvicellaceae	0.0010	0.0000	0.0000
Ichthyobacterium	1755829	G	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Ichthyobacteriaceae	0.0010	0.0000	0.0000
Pedobacter	84567	G	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	0.0770	0.0740	0.0680
Sphingobacterium	28453	G	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	0.0770	0.1080	0.0920
Mucilaginibacter	423349	G	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	0.0640	0.0480	0.0550
Solitalea	929509	G	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	0.0120	0.0200	0.0130
Olivibacter	376469	G	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	0.0030	0.0090	0.0130
Arcticibacter	1288026	G	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	0.0010	0.0010	0.0020
Anseongella	1773450	G	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	0.0010	0.0000	0.0000
Pseudopedobacter	1649482	G	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	0.0010	0.0000	0.0000
Aurantibacillus	3088889	G	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Aurantibacillaceae	0.0000	0.0000	0.0000
Adhaeribacter	299566	G	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	0.0120	0.0120	0.0100
Hymenobacter	89966	G	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	0.0100	0.0030	0.0080
Pontibacter	323449	G	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	0.0050	0.0020	0.0010
Nibribacter	1649474	G	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	0.0020	0.0000	0.0000
Rufibacter	1379908	G	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	0.0010	0.0000	0.0000
Flammeovirga	59739	G	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Flammeovirgaceae	0.0220	0.0470	0.0300
Imperialibacter	1649461	G	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Flammeovirgaceae	0.0020	0.0000	0.0010
Chondrinema	3051458	G	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Flammeovirgaceae	0.0010	0.0060	0.0010
Dyadobacter	120831	G	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Spirosomataceae	0.0110	0.0080	0.0070
Runella	105	G	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Spirosomataceae	0.0040	0.0000	0.0010
Larkinella	332157	G	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Spirosomataceae	0.0030	0.0050	0.0120
Fibrella	861914	G	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Spirosomataceae	0.0000	0.0000	0.0000
Algoriphagus	246875	G	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	0.0060	0.0090	0.0080
