name	taxonomy_id	taxonomy_lvl	Superkingdom	Kingdom	Phylum	Class	Order	5MMH_5_pct_reads	6PEH_6_pct_reads	SVH11_Q11_pct_reads
Dysgonomonadaceae	2005520	F	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	0.0090	0.0100	0.0100
Rikenellaceae	171550	F	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	0.0060	0.0010	0.0020
Porphyromonadaceae	171551	F	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	0.0030	0.0000	0.0010
Odoribacteraceae	1853231	F	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	0.0030	0.0020	0.0050
Barnesiellaceae	2005519	F	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	0.0030	0.0000	0.0020
Muribaculaceae	2005473	F	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	0.0020	0.0000	0.0010
Salinivirgaceae	1970190	F	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	0.0010	0.0000	0.0010
Tenuifilaceae	2760872	F	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	0.0000	0.0020	0.0030
Paludibacteraceae	2005523	F	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	0.0000	0.0010	0.0010
Marinifilaceae	1573805	F	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Marinilabiliales	0.0140	0.0320	0.0270
Prolixibacteraceae	1471398	F	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Marinilabiliales	0.0130	0.0370	0.0070
Marinilabiliaceae	558415	F	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Marinilabiliales	0.0020	0.0010	0.0050
Chitinophagaceae	563835	F	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	0.0570	0.0530	0.0350
Saprospiraceae	89374	F	Bacteria	Pseudomonadati	Bacteroidota	Saprospiria	Saprospirales	0.0040	0.0090	0.0030
Haliscomenobacteraceae	1937961	F	Bacteria	Pseudomonadati	Bacteroidota	Saprospiria	Saprospirales	0.0030	0.0060	0.0070
Lewinellaceae	1937960	F	Bacteria	Pseudomonadati	Bacteroidota	Saprospiria	Saprospirales	0.0030	0.0000	0.0010
Chlorobiaceae	191412	F	Bacteria	Pseudomonadati	Chlorobiota	Chlorobiia	Chlorobiales	0.0090	0.0020	0.0040
Chloroherpetonaceae	2968741	F	Bacteria	Pseudomonadati	Chlorobiota	Chlorobiia	Chlorobiales	0.0010	0.0000	0.0000
Ignavibacteriaceae	795749	F	Bacteria	Pseudomonadati	Ignavibacteriota	Ignavibacteria	Ignavibacteriales	0.0050	0.0070	0.0090
Melioribacteraceae	1334117	F	Bacteria	Pseudomonadati	Ignavibacteriota	Ignavibacteria	Ignavibacteriales	0.0010	0.0010	0.0020
Balneolaceae	1813606	F	Bacteria	Pseudomonadati	Balneolota	Balneolia	Balneolales	0.0010	0.0000	0.0020
Cyclonatronaceae	3024158	F	Bacteria	Pseudomonadati	Balneolota	Balneolia	Balneolales	0.0000	0.0000	0.0000
Rhodothermaceae	563843	F	Bacteria	Pseudomonadati	Rhodothermota	Rhodothermia	Rhodothermales	0.0010	0.0000	0.0000
Salinibacteraceae	1853225	F	Bacteria	Pseudomonadati	Rhodothermota	Rhodothermia	Rhodothermales	0.0000	0.0000	0.0000
Rubricoccaceae	1853227	F	Bacteria	Pseudomonadati	Rhodothermota	Rhodothermia	Rhodothermales	0.0000	0.0000	0.0000
Fidelibacteraceae	3377527	F	Bacteria	Pseudomonadati	Fidelibacterota	Fidelibacteria	Fidelibacterales	0.0020	0.0040	0.0030
Gemmatimonadaceae	219687	F	Bacteria	Pseudomonadati	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	0.0010	0.0000	0.0000
Candidatus Palauibacteraceae	3056649	F	Bacteria	Pseudomonadati	Gemmatimonadota	Gemmatimonadia	Candidatus Palauibacterales	0.0000	0.0000	0.0000
Gaopeijiaceae	3381668	F	Bacteria	Pseudomonadati	Gemmatimonadota	Longimicrobiia	Gaopeijiales	0.0000	0.0000	0.0000
Fibrobacteraceae	204431	F	Bacteria	Pseudomonadati	Fibrobacterota	Fibrobacteria	Fibrobacterales	0.0010	0.0000	0.0010
Candidatus Cloacimonadaceae	3039865	F	Bacteria	Pseudomonadati	Candidatus Cloacimonadota	Candidatus Cloacimonadia	Candidatus Cloacimonadales	0.0000	0.0030	0.0000
Arcobacteraceae	2808963	F	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	0.1460	0.2520	0.1790
Campylobacteraceae	72294	F	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	0.0680	0.0760	0.0980
Helicobacteraceae	72293	F	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	0.0440	0.0490	0.0550
Sulfurovaceae	2771472	F	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	0.0280	0.0240	0.0070
Sulfurimonadaceae	2771471	F	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	0.0200	0.0290	0.0380
Sulfurospirillaceae	2932623	F	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	0.0170	0.0180	0.0100
Hydrogenimonadaceae	292630	F	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	0.0030	0.0040	0.0050
Nautiliaceae	224467	F	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Nautiliales	0.0110	0.0140	0.0080
Nitratiruptoraceae	2795691	F	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Nautiliales	0.0030	0.0010	0.0010
Hippeaceae	3048035	F	Bacteria	Pseudomonadati	Campylobacterota	Desulfurellia	Desulfurellales	0.0010	0.0000	0.0000
Pirellulaceae	2691357	F	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	0.0190	0.0060	0.0060
Lacipirellulaceae	2691359	F	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	0.0040	0.0000	0.0010
Thermoguttaceae	2691358	F	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	0.0000	0.0000	0.0000
Planctomycetaceae	126	F	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Planctomycetales	0.0190	0.0040	0.0150
Isosphaeraceae	1763524	F	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Isosphaerales	0.0050	0.0010	0.0050
Gemmataceae	1914233	F	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Gemmatales	0.0030	0.0000	0.0010
Kolteriaceae	3444226	F	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Kolteriales	0.0010	0.0000	0.0000
Candidatus Uabimicrobiaceae	2897348	F	Bacteria	Pseudomonadati	Planctomycetota	Candidatus Uabimicrobiia	Candidatus Uabimicrobiales	0.0140	0.0160	0.0070
Phycisphaeraceae	666507	F	Bacteria	Pseudomonadati	Planctomycetota	Phycisphaerae	Phycisphaerales	0.0010	0.0000	0.0010
Sedimentisphaeraceae	2483367	F	Bacteria	Pseudomonadati	Planctomycetota	Phycisphaerae	Sedimentisphaerales	0.0010	0.0020	0.0000
Tepidisphaeraceae	1771355	F	Bacteria	Pseudomonadati	Planctomycetota	Phycisphaerae	Tepidisphaerales	0.0000	0.0000	0.0000
Candidatus Brocadiaceae	1127830	F	Bacteria	Pseudomonadati	Planctomycetota	Candidatus Brocadiia	Candidatus Brocadiales	0.0010	0.0000	0.0000
Candidatus Rhabdochlamydiaceae	689704	F	Bacteria	Pseudomonadati	Chlamydiota	Chlamydiia	Parachlamydiales	0.0070	0.0120	0.0060
Parachlamydiaceae	92713	F	Bacteria	Pseudomonadati	Chlamydiota	Chlamydiia	Parachlamydiales	0.0050	0.0060	0.0090
Simkaniaceae	92712	F	Bacteria	Pseudomonadati	Chlamydiota	Chlamydiia	Parachlamydiales	0.0010	0.0000	0.0010
Waddliaceae	92714	F	Bacteria	Pseudomonadati	Chlamydiota	Chlamydiia	Parachlamydiales	0.0000	0.0000	0.0000
Chlamydiaceae	809	F	Bacteria	Pseudomonadati	Chlamydiota	Chlamydiia	Chlamydiales	0.0090	0.0160	0.0120
Coraliomargaritaceae	3056371	F	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Puniceicoccales	0.0050	0.0010	0.0010
Cerasicoccaceae	3056374	F	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Puniceicoccales	0.0020	0.0000	0.0010
Opitutaceae	134623	F	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Opitutales	0.0030	0.0000	0.0010
Alterococcaceae	3056375	F	Bacteria	Pseudomonadati	Verrucomicrobiota	Opitutia	Opitutales	0.0000	0.0000	0.0000
Verrucomicrobiaceae	203557	F	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	0.0040	0.0000	0.0010
Akkermansiaceae	1647988	F	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	0.0040	0.0000	0.0010
Fontisphaeraceae	3050006	F	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Limisphaerales	0.0000	0.0000	0.0000
Methylacidiphilaceae	717964	F	Bacteria	Pseudomonadati	Verrucomicrobiota	Methylacidiphilae	Methylacidiphilales	0.0020	0.0010	0.0010
Tichowtungiaceae	2907186	F	Bacteria	Pseudomonadati	Kiritimatiellota	Tichowtungiia	Tichowtungiales	0.0010	0.0000	0.0000
Kiritimatiellaceae	1921783	F	Bacteria	Pseudomonadati	Kiritimatiellota	Kiritimatiellia	Kiritimatiellales	0.0000	0.0000	0.0000
Lentisphaeraceae	566277	F	Bacteria	Pseudomonadati	Lentisphaerota	Lentisphaeria	Lentisphaerales	0.0010	0.0000	0.0010
Borreliaceae	1643685	F	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	0.0230	0.0220	0.0210
Treponemataceae	2845253	F	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	0.0200	0.0440	0.0260
Spirochaetaceae	137	F	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	0.0040	0.0100	0.0020
Sphaerochaetaceae	2791015	F	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	0.0020	0.0000	0.0010
Breznakiellaceae	2951104	F	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	0.0010	0.0000	0.0000
Leptospiraceae	170	F	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	0.0370	0.0380	0.0190
Brachyspiraceae	143786	F	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Brachyspirales	0.0160	0.0510	0.0200
Winmispiraceae	3409819	F	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Winmispirales	0.0010	0.0000	0.0000
Thermospiraceae	3024225	F	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Brevinematales	0.0000	0.0000	0.0000
Desulfovibrionaceae	194924	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	0.0300	0.0120	0.0240
Desulfomicrobiaceae	213116	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	0.0010	0.0000	0.0000
Desulfohalobiaceae	213117	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	0.0000	0.0000	0.0000
Geobacteraceae	213422	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	0.0120	0.0070	0.0040
Desulfuromonadaceae	213421	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	0.0080	0.0090	0.0040
Geoalkalibacteraceae	3031665	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	0.0010	0.0000	0.0000
Syntrophotaleaceae	2812024	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	0.0010	0.0010	0.0010
Desulfosarcinaceae	3031624	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	0.0080	0.0020	0.0070
Desulfobacteraceae	213119	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	0.0040	0.0040	0.0080
Desulfococcaceae	2931039	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	0.0010	0.0040	0.0010
Desulfosudaceae	2904715	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	0.0010	0.0000	0.0000
Desulfolunaceae	3031622	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	0.0010	0.0000	0.0000
Desulfatibacillaceae	3031627	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	0.0000	0.0000	0.0000
Desulfocapsaceae	2886822	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	0.0080	0.0020	0.0030
Desulfobulbaceae	213121	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	0.0060	0.0000	0.0010
Thiovibrionaceae	3072124	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	0.0000	0.0000	0.0000
Thermodesulfobacteriaceae	188711	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	0.0020	0.0000	0.0010
Thermodesulfatatoraceae	3031464	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	0.0010	0.0000	0.0000
Desulfobaccaceae	3031656	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobaccia	Desulfobaccales	0.0020	0.0000	0.0010
Candidatus Desulfofervidaceae	1902584	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Candidatus Desulfofervidia	Candidatus Desulfofervidales	0.0010	0.0000	0.0000
Syntrophaceae	213468	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Syntrophia	Syntrophales	0.0010	0.0000	0.0000
Desulfarculaceae	453228	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfarculia	Desulfarculales	0.0010	0.0000	0.0000
Desulfomonilaceae	3031658	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfomonilia	Desulfomonilales	0.0000	0.0000	0.0000
Dissulfuribacteraceae	3031471	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Dissulfuribacteria	Dissulfuribacterales	0.0000	0.0000	0.0000
Syntrophobacteraceae	213465	F	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	0.0000	0.0000	0.0000
Pseudobdellovibrionaceae	213483	F	Bacteria	Pseudomonadati	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	0.0200	0.0040	0.0100
Silvanigrellaceae	2024974	F	Bacteria	Pseudomonadati	Bdellovibrionota	Oligoflexia	Silvanigrellales	0.0060	0.0100	0.0120
Bacteriovoracaceae	263369	F	Bacteria	Pseudomonadati	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	0.0030	0.0020	0.0050
Halobacteriovoraceae	1652132	F	Bacteria	Pseudomonadati	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	0.0020	0.0000	0.0010
Myxococcaceae	31	F	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	0.0060	0.0010	0.0020
Archangiaceae	39	F	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	0.0040	0.0010	0.0030
Anaeromyxobacteraceae	1524215	F	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	0.0010	0.0000	0.0000
Vulgatibacteraceae	1524213	F	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	0.0000	0.0000	0.0000
Pendulisporaceae	3375061	F	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	0.0010	0.0000	0.0000
Polyangiaceae	49	F	Bacteria	Pseudomonadati	Myxococcota		Polyangiales	0.0080	0.0010	0.0070
Labilitrichaceae	1524216	F	Bacteria	Pseudomonadati	Myxococcota		Polyangiales	0.0010	0.0010	0.0000
Sandaracinaceae	1055686	F	Bacteria	Pseudomonadati	Myxococcota		Polyangiales	0.0000	0.0000	0.0000
Nannocystaceae	224463	F	Bacteria	Pseudomonadati	Myxococcota		Nannocystales	0.0010	0.0000	0.0000
Kofleriaceae	224464	F	Bacteria	Pseudomonadati	Myxococcota		Haliangiales	0.0000	0.0000	0.0000
Acidobacteriaceae	204434	F	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	0.0140	0.0030	0.0090
Candidatus Korobacteraceae	3121618	F	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	0.0000	0.0000	0.0000
Bryobacteraceae	1962910	F	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Bryobacterales	0.0010	0.0000	0.0000
Holophagaceae	574976	F	Bacteria	Pseudomonadati	Acidobacteriota	Holophagae	Holophagales	0.0020	0.0000	0.0010
Acanthopleuribacteraceae	533207	F	Bacteria	Pseudomonadati	Acidobacteriota	Holophagae	Acanthopleuribacterales	0.0020	0.0000	0.0000
Thermotomaculaceae	2562244	F	Bacteria	Pseudomonadati	Acidobacteriota	Holophagae	Thermotomaculales	0.0000	0.0000	0.0010
Vicinamibacteraceae	2211325	F	Bacteria	Pseudomonadati	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	0.0010	0.0000	0.0010
Chloracidobacteriaceae	3681503	F	Bacteria	Pseudomonadati	Acidobacteriota	Blastocatellia	Chloracidobacteriales	0.0010	0.0000	0.0020
Desulfurobacteriaceae	558314	F	Bacteria	Pseudomonadati	Aquificota	Aquificia	Desulfurobacteriales	0.0150	0.0120	0.0170
Aquificaceae	64898	F	Bacteria	Pseudomonadati	Aquificota	Aquificia	Aquificales	0.0030	0.0000	0.0010
Hydrogenothermaceae	224027	F	Bacteria	Pseudomonadati	Aquificota	Aquificia	Aquificales	0.0010	0.0070	0.0000
Nitrospiraceae	189779	F	Bacteria	Pseudomonadati	Nitrospirota	Nitrospiria	Nitrospirales	0.0150	0.0090	0.0090
Dissulfurispiraceae	2811505	F	Bacteria	Pseudomonadati	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	0.0020	0.0030	0.0010
Thermodesulfovibrionaceae	2811504	F	Bacteria	Pseudomonadati	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	0.0010	0.0000	0.0010
Deferribacteraceae	191394	F	Bacteria	Pseudomonadati	Deferribacterota	Deferribacteres	Deferribacterales	0.0030	0.0050	0.0020
Geovibrionaceae	2945019	F	Bacteria	Pseudomonadati	Deferribacterota	Deferribacteres	Deferribacterales	0.0010	0.0000	0.0000
Mucispirillaceae	2945020	F	Bacteria	Pseudomonadati	Deferribacterota	Deferribacteres	Deferribacterales	0.0010	0.0000	0.0000
Flexistipitaceae	2945022	F	Bacteria	Pseudomonadati	Deferribacterota	Deferribacteres	Deferribacterales	0.0000	0.0000	0.0010
Calditerrivibrionaceae	2945021	F	Bacteria	Pseudomonadati	Deferribacterota	Deferribacteres	Deferribacterales	0.0000	0.0000	0.0010
Atribacteraceae	2847776	F	Bacteria	Pseudomonadati	Atribacterota	Atribacteria	Atribacterales	0.0030	0.0000	0.0010
Candidatus Caldatribacteriaceae	3378215	F	Bacteria	Pseudomonadati	Atribacterota	Atribacteria	Atribacterales	0.0010	0.0000	0.0010
Thermodesulfobiaceae	227387	F	Bacteria	Pseudomonadati	Thermodesulfobiota	Thermodesulfobiia	Thermodesulfobiales	0.0040	0.0010	0.0030
Dictyoglomaceae	203488	F	Bacteria	Pseudomonadati	Dictyoglomota	Dictyoglomia	Dictyoglomales	0.0020	0.0070	0.0010
Coprothermobacteraceae	2138247	F	Bacteria	Pseudomonadati	Coprothermobacterota	Coprothermobacteria	Coprothermobacterales	0.0010	0.0000	0.0000
Caldisericaceae	693073	F	Bacteria	Pseudomonadati	Caldisericota	Caldisericia	Caldisericales	0.0010	0.0010	0.0010
Chrysiogenaceae	189770	F	Bacteria	Pseudomonadati	Chrysiogenota	Chrysiogenia	Chrysiogenales	0.0010	0.0000	0.0000
Elusimicrobiaceae	641876	F	Bacteria	Pseudomonadati	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	0.0000	0.0000	0.0000
Endomicrobiaceae	1783343	F	Bacteria	Pseudomonadati	Elusimicrobiota	Endomicrobiia	Endomicrobiales	0.0000	0.0000	0.0000
Thermomicrobiaceae	189777	F	Bacteria	Pseudomonadati	Thermomicrobiota	Thermomicrobia	Thermomicrobiales	0.0010	0.0000	0.0000
Calditrichaceae	1962854	F	Bacteria	Pseudomonadati	Calditrichota	Calditrichia	Calditrichales	0.0000	0.0000	0.0000
Nitrospinaceae	407032	F	Bacteria	Pseudomonadati	Nitrospinota	Nitrospinia	Nitrospinales	0.0000	0.0000	0.0000
Thermosulfidibacteraceae	3120748	F	Bacteria	Pseudomonadati	Thermosulfidibacterota	Thermosulfidibacteria	Thermosulfidibacterales	0.0000	0.0000	0.0000
Fusobacteriaceae	203492	F	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	0.0980	0.2170	0.1670
Leptotrichiaceae	1129771	F	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	0.0340	0.0860	0.0550
Haliovirgaceae	3072461	F	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	0.0040	0.0060	0.0050
Synergistaceae	649777	F	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	0.0420	0.0370	0.0110
Dethiosulfovibrionaceae	3029088	F	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	0.0220	0.0190	0.0040
Aminobacteriaceae	3029087	F	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	0.0020	0.0020	0.0010
Petrotogaceae	1643949	F	Bacteria	Thermotogati	Thermotogota	Thermotogae	Petrotogales	0.0110	0.0080	0.0160
Fervidobacteriaceae	1643950	F	Bacteria	Thermotogati	Thermotogota	Thermotogae	Thermotogales	0.0050	0.0130	0.0080
Thermotogaceae	188709	F	Bacteria	Thermotogati	Thermotogota	Thermotogae	Thermotogales	0.0010	0.0000	0.0010
Kosmotogaceae	1643948	F	Bacteria	Thermotogati	Thermotogota	Thermotogae	Kosmotogales	0.0010	0.0000	0.0000
Mesoaciditogaceae	1769717	F	Bacteria	Thermotogati	Thermotogota	Thermotogae	Mesoaciditogales	0.0000	0.0000	0.0000
Deinococcaceae	183710	F	Bacteria	Thermotogati	Deinococcota	Deinococci	Deinococcales	0.0070	0.0010	0.0060
Thermaceae	188786	F	Bacteria	Thermotogati	Deinococcota	Deinococci	Thermales	0.0040	0.0010	0.0010
Trueperaceae	332247	F	Bacteria	Thermotogati	Deinococcota	Deinococci	Trueperales	0.0000	0.0000	0.0000
Candidatus Babeliaceae	2497645	F	Bacteria			Candidatus Babeliae	Candidatus Babeliales	0.0030	0.0000	0.0040
Candidatus Chromulinivoraceae	2953756	F	Bacteria			Candidatus Babeliae	Candidatus Babeliales	0.0010	0.0000	0.0000
Candidatus Nanosynbacteraceae	2093822	F	Bacteria		Candidatus Saccharimonadota	Candidatus Saccharimonadia	Candidatus Nanosynbacterales	0.0030	0.0000	0.0000
Candidatus Saccharimonadaceae	2171986	F	Bacteria		Candidatus Saccharimonadota	Candidatus Saccharimonadia	Candidatus Saccharimonadales	0.0010	0.0000	0.0010
Fervidibacteraceae	3477253	F	Bacteria		Candidatus Fervidibacterota	Fervidibacteria	Fervidibacterales	0.0010	0.0000	0.0010
Candidatus Chazhemtobacteraceae	2715733	F	Bacteria					0.0000	0.0000	0.0000
Minisyncoccaceae	3238476	F	Bacteria		Minisyncoccota	Minisyncoccia	Minisyncoccales	0.0000	0.0000	0.0000
Candidatus Absconditicoccaceae	2900569	F	Bacteria		Candidatus Absconditibacteriota		Candidatus Absconditabacterales	0.0000	0.0020	0.0040
Bradymonadaceae	1779135	F	Bacteria			Deltaproteobacteria	Bradymonadales	0.0000	0.0000	0.0000
Allomicrovenatoraceae	2946505	F	Bacteria			Deltaproteobacteria	Bradymonadales	0.0000	0.0000	0.0000
Fabaceae	3803	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	1.5560	3.1460	2.4970
Rosaceae	3745	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	0.3340	0.5440	0.4550
Cannabaceae	3481	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	0.2850	0.6850	0.4460
Rhamnaceae	3608	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	0.0910	0.1470	0.2200
Euphorbiaceae	3977	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	0.4910	0.9640	0.7410
Salicaceae	3688	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	0.2530	0.5000	0.4020
Fagaceae	3503	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	0.2460	0.3690	0.3350
Juglandaceae	16714	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	0.2130	0.2970	0.2850
Betulaceae	3514	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	0.1180	0.2010	0.1620
Cucurbitaceae	3650	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	0.3850	0.8500	0.7300
Celastraceae	4305	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Celastrales	0.0570	0.0590	0.0750
Malvaceae	3629	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	0.3970	0.6680	0.5420
Myrtaceae	3931	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	0.2210	0.1400	0.1120
Lythraceae	3928	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	0.0910	0.0630	0.0530
Brassicaceae	3700	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	0.4230	1.0200	0.9300
Anacardiaceae	4011	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	0.0820	0.1650	0.1480
Rutaceae	23513	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	0.0490	0.0850	0.0790
Vitaceae	3602	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Vitales	0.1220	0.2180	0.1970
Solanaceae	4070	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	1.5500	2.6940	2.2690
Convolvulaceae	4118	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	0.0530	0.0980	0.0880
Gesneriaceae	26122	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	0.2480	0.3940	0.3740
Lamiaceae	4136	F	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	0.1500	0.2650	0.2130
