name	taxonomy_id	taxonomy_lvl	Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	5MMH_5_pct_reads	6PEH_6_pct_reads	SVH11_Q11_pct_reads
Avibacterium sp. 21-595	2911527	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Avibacterium	0.0010	0.0060	0.0030
Avibacterium volantium	762	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Avibacterium	0.0010	0.0000	0.0010
Frederiksenia canicola	123824	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Frederiksenia	0.0090	0.0040	0.0030
Aggregatibacter aphrophilus	732	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	0.0030	0.0030	0.0050
Aggregatibacter sp. 2125159857	2820817	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	0.0010	0.0000	0.0000
Aggregatibacter sp. HMT-949	3235088	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	0.0000	0.0000	0.0010
Aggregatibacter sp. Marseille-P9115	2866570	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	0.0000	0.0020	0.0000
Aggregatibacter actinomycetemcomitans	714	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	0.0010	0.0000	0.0010
Aggregatibacter segnis	739	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	0.0010	0.0000	0.0000
Glaesserella parasuis	738	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Glaesserella	0.0050	0.0020	0.0030
Glaesserella sp. 15-184	2030797	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Glaesserella	0.0020	0.0000	0.0000
Gallibacterium anatis	750	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	0.0040	0.0040	0.0120
Gallibacterium sp. ZY190522	3469824	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	0.0020	0.0000	0.0060
Gallibacterium salpingitidis	505341	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	0.0010	0.0040	0.0060
Histophilus somni	731	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Histophilus	0.0060	0.0010	0.0040
Phocoenobacter skyensis	97481	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Phocoenobacter	0.0040	0.0060	0.0030
Phocoenobacter atlanticus	3416742	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Phocoenobacter	0.0010	0.0010	0.0020
Bisgaardia hudsonensis	109472	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bisgaardia	0.0030	0.0040	0.0030
Lonepinella sp. MS14437	3003620	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Lonepinella	0.0010	0.0000	0.0000
Lonepinella sp. MS14434	3003617	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Lonepinella	0.0000	0.0000	0.0000
Lonepinella sp. MS14436	3003619	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Lonepinella	0.0000	0.0000	0.0000
Lonepinella sp. MS14435	3003618	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Lonepinella	0.0000	0.0000	0.0000
Lonepinella koalarum	53417	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Lonepinella	0.0000	0.0000	0.0010
Testudinibacter sp. P27/CKL/0425	3464184	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Testudinibacter	0.0020	0.0000	0.0000
Otariodibacter oris	1032623	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Otariodibacter	0.0020	0.0010	0.0000
Rodentibacter haemolyticus	2778911	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Rodentibacter	0.0010	0.0000	0.0000
Rodentibacter caecimuris	1796644	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Rodentibacter	0.0010	0.0000	0.0000
Rodentibacter abscessus	3381777	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Rodentibacter	0.0000	0.0000	0.0000
Mergibacter septicus	221402	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mergibacter	0.0010	0.0200	0.0040
Bibersteinia trehalosi	47735	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	0.0020	0.0000	0.0000
Basfia succiniciproducens	653940	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Basfia	0.0010	0.0000	0.0000
Vespertiliibacter pulmonis	1443036	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Vespertiliibacter	0.0010	0.0000	0.0000
Xanthomonas sp. NCPPB 2632	3240912	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0220	0.0000	0.0090
Xanthomonas sp. WHRI 6108	3161567	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0010
Xanthomonas sp. CFBP 8445	2971236	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas sp. 10-10	3115848	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas sp. CFBP 8443	2971235	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas sp. AM6	2982531	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas sp. WHRI 7064	3161568	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas sp. NCPPB 3005	3240913	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas hortorum	56454	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0020	0.0000	0.0000
Xanthomonas sacchari	56458	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0010	0.0000	0.0020
Xanthomonas cerealis	3390025	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0010	0.0000	0.0000
Xanthomonas translucens	343	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0010	0.0000	0.0000
Xanthomonas graminis	3390026	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas arboricola	56448	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0020	0.0000	0.0040
Xanthomonas nasturtii	1843581	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0010	0.0000	0.0000
Xanthomonas campestris	339	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0020	0.0020	0.0020
Xanthomonas hawaiiensis	3003247	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0010	0.0000	0.0000
Xanthomonas albilineans	29447	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0010	0.0000	0.0000
Xanthomonas cannabis	1885674	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0010	0.0000	0.0000
Xanthomonas hydrangeae	2775159	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas vesicatoria	56460	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas citri	346	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0010	0.0030	0.0020
Xanthomonas rydalmerensis	3046274	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0010
Xanthomonas fragariae	48664	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0010	0.0000
Xanthomonas oryzae	347	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas tesorieronis	3160839	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas axonopodis	53413	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0010	0.0010	0.0010
Xanthomonas cassavae	56450	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas cucurbitae	56453	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas boreopolis	86183	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas prunicola	2053930	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas vasicola	56459	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas indica	2912242	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas sontii	2650745	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas theicola	56464	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas euvesicatoria	456327	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0140	0.0000	0.0010
Xanthomonas bundabergensis	3160842	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas hyacinthi	56455	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Xanthomonas medicagonis	3160841	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	0.0000	0.0000	0.0000
Stenotrophomonas maltophilia	40324	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0090	0.0010	0.0180
Stenotrophomonas sp. ESTM1D_MKCIP4_1	2072414	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0010	0.0000	0.0030
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	2072405	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0010
Stenotrophomonas sp. YAU14A_MKIMI4_1	2072408	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0010
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0010	0.0050	0.0750
Stenotrophomonas sepilia	2860290	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0010	0.0000	0.0000
Stenotrophomonas sp. WZN-1	2005046	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0020	0.0000	0.0000
Stenotrophomonas sp. 24(2023)	3068324	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0010
Stenotrophomonas sp. 57	3051119	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas sp. C-A	3591789	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0010	0.0000	0.0000
Stenotrophomonas sp. 364	2691571	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas sp. PUT21	3456954	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas sp. S11A1a	3455011	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas sp. JC08	3445779	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas sp. 59	3051120	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas sp. BIO128-Bstrain	3027225	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas sp. LGBM10	3390038	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas rhizophila	216778	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0010	0.0000	0.0010
Stenotrophomonas pigmentata	3055080	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas muris	2963283	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0020	0.0000	0.0010
Stenotrophomonas aracearum	3003272	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas acidaminiphila	128780	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0010	0.0000	0.0010
Stenotrophomonas lactitubi	2045214	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas tuberculopleuritidis	3055079	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas indicatrix	2045451	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas oahuensis	3003271	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas cyclobalanopsidis	2771362	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0010	0.0100
Stenotrophomonas nematodicola	2656746	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas lacuserhaii	2760084	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas riyadhensis	2859893	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Stenotrophomonas bentonitica	1450134	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	0.0000	0.0000	0.0000
Lysobacter capsici	435897	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	0.0030	0.0000	0.0000
Lysobacter sp. HDW10	2714936	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	0.0000	0.0000	0.0000
Lysobacter sp. KIS68-7	2904252	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	0.0000	0.0000	0.0000
Lysobacter sp. CW239	2762611	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	0.0000	0.0000	0.0000
Lysobacter sp. Hz 25	3383698	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	0.0000	0.0000	0.0000
Lysobacter sp. FW306-1B-D06B	3140250	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	0.0000	0.0000	0.0000
Lysobacter sp. S4-A87	2925843	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	0.0000	0.0000	0.0000
Lysobacter sp. K5869	2820808	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	0.0000	0.0000	0.0000
Lysobacter enzymogenes	69	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	0.0010	0.0000	0.0000
Lysobacter yananisis	1003114	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	0.0010	0.0000	0.0000
Lysobacter soli	453783	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	0.0000	0.0000	0.0000
Lysobacter firmicutimachus	1792846	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	0.0000	0.0000	0.0000
Lysobacter auxotrophicus	2992573	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	0.0000	0.0000	0.0000
Lysobacter antibioticus	84531	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	0.0000	0.0000	0.0000
Lysobacter soyae	2764185	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	0.0000	0.0000	0.0000
Pseudoxanthomonas sp. SE1	1664560	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	0.0010	0.0000	0.0020
Pseudoxanthomonas sp. JBR18	2969308	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	0.0010	0.0000	0.0000
Pseudoxanthomonas sp.	1871049	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	0.0000	0.0000	0.0000
Pseudoxanthomonas sp. SL93	2995142	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	0.0000	0.0000	0.0000
Pseudoxanthomonas sp. X-1	2571115	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	0.0000	0.0000	0.0000
Pseudoxanthomonas mexicana	128785	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	0.0020	0.0000	0.0010
Pseudoxanthomonas suwonensis	314722	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	0.0010	0.0000	0.0010
Pseudoxanthomonas daejeonensis	266062	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	0.0000	0.0000	0.0000
Pseudoxanthomonas koreensis	266061	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	0.0000	0.0000	0.0000
Pseudoxanthomonas japonensis	69284	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	0.0000	0.0000	0.0000
Pseudoxanthomonas beigongshangi	2782537	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	0.0000	0.0000	0.0000
Pseudoxanthomonas spadix	415229	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	0.0000	0.0000	0.0000
Luteimonas sp. R10	3108176	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	0.0000	0.0000	0.0000
Luteimonas sp. MC1572	2799325	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	0.0000	0.0000	0.0000
Luteimonas sp. S4-F44	2925842	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	0.0000	0.0000	0.0000
Luteimonas sp. YGD11-2	2508168	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	0.0000	0.0000	0.0000
Luteimonas sp. MC1750	2799326	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	0.0000	0.0000	0.0000
Luteimonas sp. WGS1318	3366815	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	0.0000	0.0000	0.0000
Luteimonas sp. JM171	1896164	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	0.0000	0.0000	0.0000
Luteimonas yindakuii	2565782	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	0.0010	0.0000	0.0000
Luteimonas fraxinea	2901869	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	0.0000	0.0000	0.0000
Luteimonas chenhongjianii	2006110	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	0.0000	0.0000	0.0000
Luteimonas dalianensis	1148196	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	0.0000	0.0000	0.0000
Luteimonas granuli	1176533	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	0.0000	0.0000	0.0000
Xylella fastidiosa	2371	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xylella	0.0010	0.0000	0.0010
Xylella taiwanensis	1444770	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xylella	0.0010	0.0000	0.0000
