name	taxonomy_id	taxonomy_lvl	Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	5MMH_5_pct_reads	6PEH_6_pct_reads	SVH11_Q11_pct_reads
Thermomonas sp. HDW16	2714945	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Thermomonas	0.0000	0.0000	0.0000
Thermomonas paludicola	2884874	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Thermomonas	0.0000	0.0000	0.0000
Thermomonas brevis	215691	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Thermomonas	0.0000	0.0000	0.0000
Thermomonas aquatica	2202149	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Thermomonas	0.0000	0.0000	0.0000
Thermomonas carbonis	1463158	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Thermomonas	0.0000	0.0000	0.0000
Agrilutibacter solisilvae	2763317	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Agrilutibacter	0.0000	0.0000	0.0000
Agrilutibacter terrestris	2865112	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Agrilutibacter	0.0000	0.0000	0.0000
Marilutibacter maris	1605891	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Marilutibacter	0.0000	0.0000	0.0000
Marilutibacter alkalisoli	2591633	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Marilutibacter	0.0000	0.0000	0.0000
Arenimonas daejeonensis	370777	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Arenimonas	0.0000	0.0000	0.0000
Novilysobacter luteus	2822368	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Novilysobacter	0.0000	0.0000	0.0000
Luteibacter anthropi	564369	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Luteibacter	0.0040	0.0000	0.0050
Luteibacter aegosomatis	2911537	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Luteibacter	0.0020	0.0000	0.0020
Luteibacter sp. E-22	3404050	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Luteibacter	0.0010	0.0000	0.0010
Luteibacter sp. Lutesp34	3243030	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Luteibacter	0.0010	0.0000	0.0000
Luteibacter aegosomatissinici	2911539	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Luteibacter	0.0010	0.0000	0.0010
Luteibacter flocculans	2780091	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Luteibacter	0.0010	0.0000	0.0010
Luteibacter pinisoli	2589080	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Luteibacter	0.0010	0.0000	0.0010
Luteibacter rhizovicinus	242606	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Luteibacter	0.0010	0.0000	0.0010
Luteibacter yeojuensis	345309	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Luteibacter	0.0010	0.0000	0.0010
Luteibacter aegosomaticola	2911538	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Luteibacter	0.0010	0.0000	0.0010
Luteibacter jiangsuensis	637577	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Luteibacter	0.0010	0.0000	0.0010
Dyella sp. GSA-30	2994496	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0020	0.0000	0.0000
Dyella sp. BiH032	3075430	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0010	0.0000	0.0000
Dyella sp. 20L07	3384240	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0010	0.0000	0.0000
Dyella sp. Tek66A03	3458298	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0000	0.0000	0.0000
Dyella sp. M7H15-1	2501295	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0000	0.0000	0.0000
Dyella jiangningensis	1379159	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0010	0.0000	0.0000
Dyella acidisoli	1867834	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0010	0.0000	0.0010
Dyella marensis	500610	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0010	0.0000	0.0000
Dyella caseinilytica	1849581	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0010	0.0000	0.0010
Dyella terrae	522259	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0010	0.0000	0.0000
Dyella telluris	2763498	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0010	0.0000	0.0000
Dyella nitratireducens	1849580	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0000	0.0000	0.0000
Dyella halodurans	1920171	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0000	0.0000	0.0000
Dyella aluminiiresistens	3069105	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0000	0.0000	0.0000
Dyella kyungheensis	1242174	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0000	0.0000	0.0000
Dyella japonica	231455	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0000	0.0000	0.0000
Dyella thailandensis	3422216	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0000	0.0000	0.0000
Dyella thiooxydans	445710	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	0.0000	0.0000	0.0000
Frateuria aurantia	81475	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Frateuria	0.0030	0.0000	0.0010
Frateuria edaphi	2898793	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Frateuria	0.0010	0.0000	0.0000
Frateuria soli	1542730	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Frateuria	0.0000	0.0000	0.0000
Rhodanobacter sp. BL-MT-08	3242500	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	0.0010	0.0000	0.0000
Rhodanobacter sp. Col0626	3415679	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	0.0000	0.0000	0.0000
Rhodanobacter sp. FDAARGOS 1247	2778082	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	0.0000	0.0000	0.0000
Rhodanobacter sp. AS-Z3	3031330	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	0.0000	0.0000	0.0000
Rhodanobacter sp. UC4451_H18	3459595	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	0.0000	0.0000	0.0000
Rhodanobacter denitrificans	666685	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	0.0000	0.0000	0.0000
Rhodanobacter thiooxydans	416169	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	0.0000	0.0000	0.0000
Rhodanobacter glycinis	582702	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	0.0000	0.0000	0.0000
Rhodanobacter soli	590609	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	0.0000	0.0000	0.0000
Pseudolysobacter antarcticus	2511995	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Pseudolysobacter	0.0020	0.0000	0.0000
Ahniella affigens	2021234	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Ahniella	0.0010	0.0000	0.0000
Dokdonella koreensis	323415	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dokdonella	0.0010	0.0000	0.0000
Dokdonella sp. MW10	2992926	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dokdonella	0.0000	0.0000	0.0000
Tahibacter amnicola	2976241	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Tahibacter	0.0000	0.0000	0.0000
Tahibacter sp. UC22_41	3350178	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Tahibacter	0.0000	0.0000	0.0000
Aerosticca soli	2010829	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Aerosticca	0.0000	0.0000	0.0000
Marinicella algicola	3023713	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Marinicellaceae	Marinicella	0.0010	0.0000	0.0000
Candidatus Coxiella mudrowiae	2054173	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	0.0570	0.0490	0.0230
Coxiella endosymbiont of Amblyomma nuttalli	2749996	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	0.0030	0.0000	0.0000
Coxiella endosymbiont of Dermacentor marginatus	1656159	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	0.0010	0.0000	0.0000
Coxiella endosymbiont of Amblyomma sculptum	2487929	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	0.0000	0.0000	0.0000
Coxiella burnetii	777	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	0.0010	0.0000	0.0010
Rickettsiella endosymbiont of Aleochara curtula	3077936	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	0.0010	0.0050	0.0000
Rickettsiella endosymbiont of Miltochrista miniata	3066239	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	0.0010	0.0020	0.0030
Rickettsiella endosymbiont of Dermanyssus gallinae	2856608	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	0.0010	0.0000	0.0000
Rickettsiella endosymbiont of Xylota segnis	3066238	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	0.0010	0.0000	0.0010
Rickettsiella endosymbiont of Litargus connexus	3066237	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	0.0000	0.0000	0.0000
Rickettsiella endosymbiont of Rhagonycha lignosa	3077937	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	0.0000	0.0000	0.0000
Candidatus Rickettsiella viridis	676208	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	0.0010	0.0000	0.0000
Candidiatus Paracoxiella cheracis	3405120	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Candidiatus Paracoxiella	0.0020	0.0000	0.0000
Coxiella-like endosymbiont	1592897	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae		0.0090	0.0390	0.0070
Aquicella lusitana	254246	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	0.0000	0.0000	0.0010
Aquicella siphonis	254247	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	0.0000	0.0000	0.0000
Legionella pneumophila	446	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0110	0.0050	0.0110
Legionella sp. D16C41	3402688	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0010	0.0000	0.0000
Legionella sp. MW5194	2662448	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0010	0.0000	0.0010
Legionella sp. PC997	2755562	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0010	0.0010	0.0040
Legionella sp. 227	3367288	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0000	0.0000	0.0000
Legionella sp. PC1000	2746060	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0000	0.0000	0.0000
Legionella sainthelensi	28087	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0020	0.0050	0.0080
Legionella israelensis	454	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0020	0.0010	0.0030
Legionella cardiaca	1071983	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0020	0.0030	0.0020
Legionella geestiana	45065	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0020	0.0000	0.0000
Legionella fallonii	96230	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0020	0.0000	0.0000
Legionella micdadei	451	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0020	0.0010	0.0010
Legionella spiritensis	452	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0010	0.0000	0.0000
Legionella hackeliae	449	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0010	0.0000	0.0000
Legionella lytica	96232	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0010	0.0000	0.0000
Legionella longbeachae	450	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0010	0.0000	0.0030
Legionella waltersii	66969	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0010	0.0000	0.0000
Legionella jordanis	456	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0010	0.0000	0.0000
Candidatus Legionella polyplacis	2005262	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0010	0.0010	0.0010
Legionella clemsonensis	1867846	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0010	0.0000	0.0000
Legionella antarctica	2708020	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0010	0.0000	0.0010
Legionella lansingensis	45067	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0010	0.0000	0.0000
Legionella adelaidensis	45056	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0010	0.0010	0.0000
Legionella cherrii	28084	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0000	0.0000	0.0000
Legionella oakridgensis	29423	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0000	0.0000	0.0010
Legionella anisa	28082	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0000	0.0000	0.0000
Fluoribacter dumoffii	463	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter	0.0010	0.0000	0.0000
Thiomicrorhabdus immobilis	2791037	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrorhabdus	0.0040	0.0000	0.0000
Thiomicrorhabdus sp.	2039724	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrorhabdus	0.0030	0.0000	0.0010
Thiomicrorhabdus aquaedulcis	2211106	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrorhabdus	0.0020	0.0000	0.0010
Thiomicrorhabdus lithotrophica	2949997	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrorhabdus	0.0010	0.0000	0.0000
Thiomicrorhabdus xiamenensis	2739063	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrorhabdus	0.0010	0.0000	0.0000
Thiomicrorhabdus indica	2267253	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrorhabdus	0.0010	0.0000	0.0010
Thiomicrorhabdus sediminis	2580412	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrorhabdus	0.0000	0.0000	0.0000
Cycloclasticus sp. P1	385025	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus	0.0100	0.0200	0.0100
Cycloclasticus zancles	1329899	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus	0.0010	0.0000	0.0000
Thiomicrospira sp. R3	3035472	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	0.0060	0.0000	0.0000
Thiomicrospira sp. S5	1803865	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	0.0010	0.0000	0.0000
Thiomicrospira aerophila	92245	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	0.0010	0.0000	0.0000
Thiomicrospira cyclica	147268	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	0.0010	0.0000	0.0000
Thiomicrospira microaerophila	406020	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	0.0000	0.0000	0.0000
Piscirickettsia salmonis	1238	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	0.0080	0.0100	0.0080
Methylophaga thalassica	40223	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	0.0020	0.0000	0.0000
Methylophaga nitratireducenticrescens	754476	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	0.0010	0.0000	0.0000
Methylophaga marina	45495	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	0.0010	0.0000	0.0000
Methylophaga frappieri	754477	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	0.0010	0.0000	0.0010
Methylophaga pinxianii	2881052	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	0.0010	0.0000	0.0000
Hydrogenovibrio crunogenus	39765	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Hydrogenovibrio	0.0020	0.0010	0.0010
Hydrogenovibrio marinus	28885	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Hydrogenovibrio	0.0020	0.0000	0.0000
Hydrogenovibrio thermophilus	265883	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Hydrogenovibrio	0.0000	0.0000	0.0000
Thiosulfatimonas sediminis	2675054	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiosulfatimonas	0.0020	0.0020	0.0010
Thiosulfativibrio zosterae	2675053	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiosulfativibrio	0.0010	0.0000	0.0000
Francisella orientalis	299583	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	0.0170	0.0150	0.0090
Francisella salimarina	2599927	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	0.0070	0.0120	0.0070
Francisella tularensis	263	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	0.0040	0.0000	0.0000
Candidatus Francisella endociliophora	653937	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	0.0030	0.0000	0.0000
Francisella sp. Scap27	2589986	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	0.0010	0.0000	0.0010
Francisella sp. LA112445	1395624	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	0.0000	0.0000	0.0000
Francisella philomiragia	28110	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	0.0010	0.0000	0.0000
Francisella frigiditurris	1542390	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	0.0010	0.0010	0.0010
Francisella uliginis	573570	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	0.0010	0.0020	0.0000
Francisella persica	954	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	0.0010	0.0000	0.0000
Francisella hispaniensis	622488	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	0.0000	0.0000	0.0000
Francisella halioticida	549298	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	0.0000	0.0010	0.0020
Francisella adeliensis	2007306	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	0.0000	0.0000	0.0000
Francisella marina	2249302	S	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	0.0000	0.0000	0.0000
